inst#,actual,predicted,error,prediction
75,1:?,3:neutral,,0.56
76,1:?,3:neutral,,0.56
77,1:?,3:neutral,,0.56
78,1:?,3:neutral,,0.56
79,1:?,1:positive,,0.755
80,1:?,3:neutral,,0.56
81,1:?,3:neutral,,0.56
82,1:?,3:neutral,,0.56
83,1:?,3:neutral,,0.56
84,1:?,3:neutral,,0.56
85,1:?,3:neutral,,0.56
86,1:?,3:neutral,,0.56
87,1:?,3:neutral,,0.56
88,1:?,3:neutral,,0.56
89,1:?,3:neutral,,0.56
90,1:?,3:neutral,,0.56
91,1:?,2:negative,,0.865
92,1:?,3:neutral,,0.56
93,1:?,3:neutral,,0.56
94,1:?,3:neutral,,0.521
95,1:?,2:negative,,0.511
96,1:?,3:neutral,,0.56
97,1:?,3:neutral,,0.56
98,1:?,3:neutral,,0.56
99,1:?,3:neutral,,0.56
100,1:?,3:neutral,,0.56
101,1:?,3:neutral,,0.56
102,1:?,3:neutral,,0.56
103,1:?,3:neutral,,0.56
104,1:?,3:neutral,,0.56
105,1:?,3:neutral,,0.56
106,1:?,1:positive,,0.755
107,1:?,1:positive,,0.755
108,1:?,3:neutral,,0.56
109,1:?,3:neutral,,0.56
110,1:?,3:neutral,,0.56
111,1:?,3:neutral,,0.56
112,1:?,3:neutral,,0.56
113,1:?,3:neutral,,0.56
114,1:?,1:positive,,0.755
115,1:?,1:positive,,0.566
116,1:?,3:neutral,,0.56
117,1:?,3:neutral,,0.56
118,1:?,3:neutral,,0.56
119,1:?,3:neutral,,0.56
120,1:?,3:neutral,,0.56
121,1:?,1:positive,,0.755
122,1:?,3:neutral,,0.56
123,1:?,3:neutral,,0.56
124,1:?,1:positive,,0.602
125,1:?,3:neutral,,0.56
126,1:?,3:neutral,,0.56
127,1:?,1:positive,,0.682
128,1:?,1:positive,,0.566
129,1:?,3:neutral,,0.56
130,1:?,3:neutral,,0.56
131,1:?,3:neutral,,0.56
132,1:?,3:neutral,,0.56
133,1:?,3:neutral,,0.56
134,1:?,3:neutral,,0.56
135,1:?,3:neutral,,0.56
136,1:?,1:positive,,0.693
137,1:?,3:neutral,,0.56
138,1:?,3:neutral,,0.56
139,1:?,3:neutral,,0.521
140,1:?,3:neutral,,0.56
141,1:?,3:neutral,,0.56
142,1:?,3:neutral,,0.56
143,1:?,3:neutral,,0.56
144,1:?,3:neutral,,0.56
145,1:?,3:neutral,,0.56
146,1:?,3:neutral,,0.56
147,1:?,3:neutral,,0.56
148,1:?,1:positive,,0.865
149,1:?,3:neutral,,0.56
150,1:?,3:neutral,,0.56
151,1:?,3:neutral,,0.56
152,1:?,3:neutral,,0.56
153,1:?,3:neutral,,0.56
154,1:?,3:neutral,,0.56
155,1:?,3:neutral,,0.56
156,1:?,3:neutral,,0.56
157,1:?,3:neutral,,0.56
158,1:?,3:neutral,,0.56
159,1:?,3:neutral,,0.56
160,1:?,3:neutral,,0.56
161,1:?,3:neutral,,0.56
162,1:?,3:neutral,,0.56
163,1:?,3:neutral,,0.56
164,1:?,3:neutral,,0.56
165,1:?,3:neutral,,0.56
166,1:?,3:neutral,,0.56
167,1:?,3:neutral,,0.56
168,1:?,3:neutral,,0.56
169,1:?,3:neutral,,0.56
170,1:?,3:neutral,,0.56
171,1:?,3:neutral,,0.56
172,1:?,3:neutral,,0.56
173,1:?,3:neutral,,0.56
174,1:?,3:neutral,,0.56
175,1:?,3:neutral,,0.56
176,1:?,3:neutral,,0.56
177,1:?,1:positive,,0.963
178,1:?,3:neutral,,0.56
179,1:?,3:neutral,,0.56
180,1:?,1:positive,,0.675
181,1:?,3:neutral,,0.56
182,1:?,3:neutral,,0.56
183,1:?,3:neutral,,0.521
184,1:?,3:neutral,,0.56
185,1:?,2:negative,,0.511
186,1:?,3:neutral,,0.56
187,1:?,2:negative,,0.511
188,1:?,1:positive,,0.963
189,1:?,3:neutral,,0.56
190,1:?,3:neutral,,0.56
191,1:?,1:positive,,0.675
192,1:?,3:neutral,,0.56
193,1:?,3:neutral,,0.56
194,1:?,3:neutral,,0.56
195,1:?,1:positive,,0.682
196,1:?,3:neutral,,0.56
197,1:?,3:neutral,,0.56
198,1:?,3:neutral,,0.56
199,1:?,3:neutral,,0.56
200,1:?,3:neutral,,0.56
201,1:?,3:neutral,,0.56
202,1:?,3:neutral,,0.56
203,1:?,3:neutral,,0.56
204,1:?,3:neutral,,0.56
205,1:?,3:neutral,,0.56
206,1:?,3:neutral,,0.56
207,1:?,3:neutral,,0.56
208,1:?,3:neutral,,0.56
209,1:?,3:neutral,,0.56
210,1:?,1:positive,,0.755
211,1:?,3:neutral,,0.56
212,1:?,3:neutral,,0.56
213,1:?,3:neutral,,0.56
214,1:?,3:neutral,,0.56
215,1:?,3:neutral,,0.56
216,1:?,2:negative,,0.511
217,1:?,3:neutral,,0.56
218,1:?,3:neutral,,0.56
219,1:?,3:neutral,,0.56
220,1:?,1:positive,,0.921
221,1:?,3:neutral,,0.56
222,1:?,1:positive,,0.566
223,1:?,2:negative,,0.865
224,1:?,3:neutral,,0.56
225,1:?,1:positive,,0.602
226,1:?,3:neutral,,0.56
227,1:?,2:negative,,0.493
228,1:?,3:neutral,,0.56
229,1:?,3:neutral,,0.56
230,1:?,1:positive,,0.865
231,1:?,1:positive,,0.682
232,1:?,3:neutral,,0.56
233,1:?,3:neutral,,0.56
234,1:?,3:neutral,,0.56
235,1:?,3:neutral,,0.56
236,1:?,1:positive,,0.566
237,1:?,3:neutral,,0.56
238,1:?,3:neutral,,0.56
239,1:?,3:neutral,,0.56
240,1:?,3:neutral,,0.56
241,1:?,3:neutral,,0.56
242,1:?,3:neutral,,0.56
243,1:?,3:neutral,,0.56
244,1:?,3:neutral,,0.56
245,1:?,3:neutral,,0.56
246,1:?,3:neutral,,0.56
247,1:?,1:positive,,0.566
248,1:?,1:positive,,0.561
249,1:?,3:neutral,,0.56
250,1:?,1:positive,,0.682
251,1:?,3:neutral,,0.56
252,1:?,3:neutral,,0.56
253,1:?,3:neutral,,0.56
254,1:?,3:neutral,,0.56
255,1:?,3:neutral,,0.56
256,1:?,3:neutral,,0.56
257,1:?,3:neutral,,0.56
258,1:?,3:neutral,,0.56
259,1:?,3:neutral,,0.56
260,1:?,3:neutral,,0.56
261,1:?,3:neutral,,0.56
262,1:?,3:neutral,,0.56
263,1:?,1:positive,,0.963
264,1:?,1:positive,,0.675
265,1:?,2:negative,,0.579
266,1:?,2:negative,,0.511
267,1:?,3:neutral,,0.56
268,1:?,3:neutral,,0.56
269,1:?,1:positive,,0.561
270,1:?,1:positive,,0.755
271,1:?,3:neutral,,0.56
272,1:?,3:neutral,,0.56
273,1:?,2:negative,,0.545
274,1:?,2:negative,,0.656
275,1:?,3:neutral,,0.56
276,1:?,3:neutral,,0.56
277,1:?,1:positive,,0.755
278,1:?,3:neutral,,0.521
279,1:?,3:neutral,,0.56
280,1:?,3:neutral,,0.56
281,1:?,3:neutral,,0.56
282,1:?,3:neutral,,0.56
283,1:?,3:neutral,,0.56
284,1:?,3:neutral,,0.56
285,1:?,3:neutral,,0.56
286,1:?,1:positive,,0.682
287,1:?,3:neutral,,0.56
288,1:?,3:neutral,,0.56
289,1:?,1:positive,,0.602
290,1:?,2:negative,,0.636
291,1:?,3:neutral,,0.56
292,1:?,3:neutral,,0.56
293,1:?,3:neutral,,0.521
294,1:?,3:neutral,,0.56
295,1:?,1:positive,,0.682
296,1:?,3:neutral,,0.56
297,1:?,1:positive,,0.566
298,1:?,3:neutral,,0.56
299,1:?,2:negative,,0.579
300,1:?,3:neutral,,0.56
301,1:?,3:neutral,,0.56
302,1:?,3:neutral,,0.56
303,1:?,1:positive,,0.602
304,1:?,3:neutral,,0.56
305,1:?,3:neutral,,0.56
306,1:?,3:neutral,,0.56
307,1:?,3:neutral,,0.56
308,1:?,3:neutral,,0.56
309,1:?,3:neutral,,0.56
310,1:?,3:neutral,,0.56
311,1:?,3:neutral,,0.56
312,1:?,3:neutral,,0.56
313,1:?,3:neutral,,0.56
314,1:?,1:positive,,0.682
315,1:?,3:neutral,,0.56
316,1:?,3:neutral,,0.56
317,1:?,2:negative,,0.511
318,1:?,3:neutral,,0.56
319,1:?,3:neutral,,0.56
320,1:?,3:neutral,,0.56
321,1:?,3:neutral,,0.56
322,1:?,3:neutral,,0.56
323,1:?,3:neutral,,0.56
324,1:?,1:positive,,0.755
325,1:?,3:neutral,,0.56
326,1:?,3:neutral,,0.56
327,1:?,3:neutral,,0.56
328,1:?,3:neutral,,0.56
329,1:?,3:neutral,,0.56
330,1:?,3:neutral,,0.56
331,1:?,3:neutral,,0.56
332,1:?,3:neutral,,0.56
333,1:?,3:neutral,,0.56
334,1:?,3:neutral,,0.56
335,1:?,3:neutral,,0.56
336,1:?,3:neutral,,0.56
337,1:?,3:neutral,,0.56
338,1:?,1:positive,,0.963
339,1:?,1:positive,,0.682
340,1:?,3:neutral,,0.56
341,1:?,3:neutral,,0.56
342,1:?,2:negative,,0.802
343,1:?,3:neutral,,0.56
344,1:?,3:neutral,,0.56
345,1:?,3:neutral,,0.56
346,1:?,3:neutral,,0.56
347,1:?,3:neutral,,0.56
348,1:?,3:neutral,,0.56
349,1:?,3:neutral,,0.56
350,1:?,3:neutral,,0.56
351,1:?,1:positive,,0.566
352,1:?,3:neutral,,0.56
353,1:?,3:neutral,,0.56
354,1:?,3:neutral,,0.56
355,1:?,3:neutral,,0.56
356,1:?,3:neutral,,0.56
357,1:?,3:neutral,,0.56
358,1:?,3:neutral,,0.56
359,1:?,3:neutral,,0.56
360,1:?,3:neutral,,0.56
361,1:?,3:neutral,,0.56
362,1:?,3:neutral,,0.56
363,1:?,3:neutral,,0.56
364,1:?,3:neutral,,0.521
365,1:?,2:negative,,0.818
366,1:?,3:neutral,,0.56
367,1:?,2:negative,,0.511
368,1:?,1:positive,,0.602
369,1:?,3:neutral,,0.56
370,1:?,3:neutral,,0.56
371,1:?,2:negative,,0.493
372,1:?,3:neutral,,0.56
373,1:?,3:neutral,,0.521
374,1:?,2:negative,,0.802
375,1:?,3:neutral,,0.56
376,1:?,1:positive,,0.602
377,1:?,3:neutral,,0.56
378,1:?,3:neutral,,0.56
379,1:?,2:negative,,0.724
380,1:?,3:neutral,,0.56
381,1:?,3:neutral,,0.56
382,1:?,3:neutral,,0.56
383,1:?,2:negative,,0.77
384,1:?,3:neutral,,0.56
385,1:?,1:positive,,0.602
386,1:?,3:neutral,,0.56
387,1:?,1:positive,,0.693
388,1:?,3:neutral,,0.56
389,1:?,3:neutral,,0.56
390,1:?,3:neutral,,0.56
391,1:?,3:neutral,,0.56
392,1:?,3:neutral,,0.56
393,1:?,3:neutral,,0.56
394,1:?,3:neutral,,0.56
395,1:?,3:neutral,,0.56
396,1:?,3:neutral,,0.56
397,1:?,3:neutral,,0.56
398,1:?,3:neutral,,0.56
399,1:?,3:neutral,,0.56
400,1:?,3:neutral,,0.56
401,1:?,3:neutral,,0.56
402,1:?,3:neutral,,0.56
403,1:?,3:neutral,,0.56
404,1:?,3:neutral,,0.56
405,1:?,3:neutral,,0.56
406,1:?,2:negative,,0.579
407,1:?,1:positive,,0.921
408,1:?,2:negative,,0.545
409,1:?,3:neutral,,0.56
410,1:?,3:neutral,,0.56
411,1:?,3:neutral,,0.56
412,1:?,3:neutral,,0.56
413,1:?,3:neutral,,0.56
414,1:?,3:neutral,,0.56
415,1:?,3:neutral,,0.56
416,1:?,3:neutral,,0.56
417,1:?,3:neutral,,0.56
418,1:?,3:neutral,,0.56
419,1:?,3:neutral,,0.56
420,1:?,3:neutral,,0.56
421,1:?,3:neutral,,0.56
422,1:?,3:neutral,,0.56
423,1:?,3:neutral,,0.56
424,1:?,3:neutral,,0.56
425,1:?,3:neutral,,0.56
426,1:?,1:positive,,0.682
427,1:?,1:positive,,0.911
428,1:?,3:neutral,,0.56
429,1:?,3:neutral,,0.56
430,1:?,3:neutral,,0.56
431,1:?,1:positive,,0.561
432,1:?,2:negative,,0.579
433,1:?,3:neutral,,0.56
434,1:?,3:neutral,,0.56
435,1:?,3:neutral,,0.56
436,1:?,3:neutral,,0.56
437,1:?,2:negative,,0.579
438,1:?,3:neutral,,0.56
439,1:?,3:neutral,,0.56
440,1:?,3:neutral,,0.56
441,1:?,1:positive,,0.921
442,1:?,3:neutral,,0.56
443,1:?,3:neutral,,0.56
444,1:?,3:neutral,,0.56
445,1:?,3:neutral,,0.56
446,1:?,1:positive,,0.755
447,1:?,3:neutral,,0.56
448,1:?,3:neutral,,0.56
449,1:?,3:neutral,,0.56
450,1:?,3:neutral,,0.56
451,1:?,3:neutral,,0.56
452,1:?,3:neutral,,0.56
453,1:?,3:neutral,,0.56
454,1:?,2:negative,,0.724
455,1:?,1:positive,,0.755
456,1:?,3:neutral,,0.56
457,1:?,3:neutral,,0.56
458,1:?,3:neutral,,0.56
459,1:?,3:neutral,,0.56
460,1:?,3:neutral,,0.56
461,1:?,3:neutral,,0.56
462,1:?,1:positive,,0.693
463,1:?,3:neutral,,0.56
464,1:?,3:neutral,,0.56
465,1:?,3:neutral,,0.56
466,1:?,3:neutral,,0.56
467,1:?,3:neutral,,0.56
468,1:?,3:neutral,,0.56
469,1:?,1:positive,,0.675
470,1:?,2:negative,,0.625
471,1:?,3:neutral,,0.56
472,1:?,3:neutral,,0.56
473,1:?,3:neutral,,0.56
474,1:?,3:neutral,,0.56
475,1:?,3:neutral,,0.56
476,1:?,3:neutral,,0.56
477,1:?,3:neutral,,0.56
478,1:?,1:positive,,0.566
479,1:?,3:neutral,,0.56
480,1:?,3:neutral,,0.56
481,1:?,3:neutral,,0.56
482,1:?,3:neutral,,0.56
483,1:?,3:neutral,,0.56
484,1:?,3:neutral,,0.56
485,1:?,1:positive,,0.682
486,1:?,3:neutral,,0.56
487,1:?,3:neutral,,0.56
488,1:?,3:neutral,,0.56
489,1:?,3:neutral,,0.56
490,1:?,3:neutral,,0.56
491,1:?,3:neutral,,0.56
492,1:?,3:neutral,,0.56
493,1:?,3:neutral,,0.56
494,1:?,3:neutral,,0.56
495,1:?,3:neutral,,0.56
496,1:?,3:neutral,,0.56
497,1:?,3:neutral,,0.56
498,1:?,3:neutral,,0.56
499,1:?,3:neutral,,0.56
500,1:?,3:neutral,,0.56
501,1:?,1:positive,,0.682
502,1:?,1:positive,,0.682
503,1:?,3:neutral,,0.56
504,1:?,1:positive,,0.602
505,1:?,3:neutral,,0.56
506,1:?,3:neutral,,0.56
507,1:?,3:neutral,,0.56
508,1:?,3:neutral,,0.56
509,1:?,3:neutral,,0.56
510,1:?,3:neutral,,0.56
511,1:?,1:positive,,0.602
512,1:?,3:neutral,,0.56
513,1:?,3:neutral,,0.56
514,1:?,3:neutral,,0.56
515,1:?,1:positive,,0.693
516,1:?,3:neutral,,0.56
517,1:?,3:neutral,,0.56
518,1:?,3:neutral,,0.56
519,1:?,3:neutral,,0.56
520,1:?,3:neutral,,0.56
521,1:?,3:neutral,,0.56
522,1:?,2:negative,,0.511
523,1:?,2:negative,,0.802
524,1:?,1:positive,,0.667
525,1:?,1:positive,,0.755
526,1:?,3:neutral,,0.56
527,1:?,3:neutral,,0.56
528,1:?,3:neutral,,0.56
529,1:?,3:neutral,,0.56
530,1:?,3:neutral,,0.56
531,1:?,2:negative,,0.579
532,1:?,3:neutral,,0.56
533,1:?,3:neutral,,0.56
534,1:?,1:positive,,0.566
535,1:?,1:positive,,0.755
536,1:?,1:positive,,0.566
537,1:?,3:neutral,,0.56
538,1:?,2:negative,,0.493
539,1:?,1:positive,,0.693
540,1:?,1:positive,,0.755
541,1:?,3:neutral,,0.56
542,1:?,1:positive,,0.693
543,1:?,3:neutral,,0.56
544,1:?,3:neutral,,0.56
545,1:?,3:neutral,,0.56
546,1:?,3:neutral,,0.56
547,1:?,1:positive,,0.755
548,1:?,3:neutral,,0.56
549,1:?,3:neutral,,0.56
550,1:?,3:neutral,,0.56
551,1:?,3:neutral,,0.56
552,1:?,1:positive,,0.693
553,1:?,3:neutral,,0.56
554,1:?,3:neutral,,0.56
555,1:?,3:neutral,,0.56
556,1:?,2:negative,,0.493
557,1:?,3:neutral,,0.56
558,1:?,3:neutral,,0.56
559,1:?,2:negative,,0.802
560,1:?,3:neutral,,0.56
561,1:?,3:neutral,,0.56
562,1:?,3:neutral,,0.56
563,1:?,3:neutral,,0.56
564,1:?,3:neutral,,0.56
565,1:?,1:positive,,0.865
566,1:?,3:neutral,,0.56
567,1:?,1:positive,,0.566
568,1:?,1:positive,,0.602
569,1:?,3:neutral,,0.56
570,1:?,3:neutral,,0.56
571,1:?,3:neutral,,0.56
572,1:?,3:neutral,,0.56
573,1:?,3:neutral,,0.56
574,1:?,3:neutral,,0.56
575,1:?,3:neutral,,0.56
576,1:?,3:neutral,,0.56
577,1:?,3:neutral,,0.56
578,1:?,3:neutral,,0.56
579,1:?,3:neutral,,0.56
580,1:?,3:neutral,,0.56
581,1:?,3:neutral,,0.56
582,1:?,3:neutral,,0.56
583,1:?,1:positive,,0.602
584,1:?,1:positive,,0.921
585,1:?,3:neutral,,0.56
586,1:?,1:positive,,0.921
587,1:?,3:neutral,,0.56
588,1:?,1:positive,,0.5
589,1:?,3:neutral,,0.56
590,1:?,3:neutral,,0.56
591,1:?,3:neutral,,0.56
592,1:?,3:neutral,,0.56
593,1:?,3:neutral,,0.56
594,1:?,1:positive,,0.571
595,1:?,3:neutral,,0.56
596,1:?,3:neutral,,0.56
597,1:?,3:neutral,,0.56
598,1:?,1:positive,,0.682
599,1:?,3:neutral,,0.56
600,1:?,3:neutral,,0.56
601,1:?,3:neutral,,0.56
602,1:?,3:neutral,,0.56
603,1:?,3:neutral,,0.56
604,1:?,1:positive,,0.911
605,1:?,3:neutral,,0.56
606,1:?,3:neutral,,0.56
607,1:?,3:neutral,,0.56
608,1:?,3:neutral,,0.56
609,1:?,3:neutral,,0.56
610,1:?,3:neutral,,0.56
611,1:?,3:neutral,,0.56
612,1:?,3:neutral,,0.56
613,1:?,3:neutral,,0.56
614,1:?,3:neutral,,0.56
615,1:?,1:positive,,0.566
616,1:?,3:neutral,,0.56
617,1:?,3:neutral,,0.56
618,1:?,3:neutral,,0.56
619,1:?,3:neutral,,0.56
620,1:?,3:neutral,,0.56
621,1:?,3:neutral,,0.56
622,1:?,3:neutral,,0.56
623,1:?,3:neutral,,0.56
624,1:?,3:neutral,,0.56
625,1:?,3:neutral,,0.56
626,1:?,3:neutral,,0.56
627,1:?,3:neutral,,0.56
628,1:?,3:neutral,,0.56
629,1:?,3:neutral,,0.56
630,1:?,3:neutral,,0.56
631,1:?,3:neutral,,0.56
632,1:?,3:neutral,,0.56
633,1:?,3:neutral,,0.56
634,1:?,3:neutral,,0.56
635,1:?,3:neutral,,0.56
636,1:?,3:neutral,,0.56
637,1:?,3:neutral,,0.56
638,1:?,3:neutral,,0.56
639,1:?,3:neutral,,0.56
640,1:?,3:neutral,,0.56
641,1:?,1:positive,,0.865
642,1:?,3:neutral,,0.56
643,1:?,3:neutral,,0.56
644,1:?,3:neutral,,0.56
645,1:?,3:neutral,,0.56
646,1:?,3:neutral,,0.56
647,1:?,3:neutral,,0.56
648,1:?,3:neutral,,0.56
649,1:?,3:neutral,,0.56
650,1:?,3:neutral,,0.56
651,1:?,3:neutral,,0.56
652,1:?,3:neutral,,0.56
653,1:?,3:neutral,,0.56
654,1:?,3:neutral,,0.56
655,1:?,3:neutral,,0.56
656,1:?,2:negative,,0.511
657,1:?,3:neutral,,0.56
658,1:?,1:positive,,0.561
659,1:?,2:negative,,0.511
660,1:?,3:neutral,,0.56
661,1:?,1:positive,,0.602
662,1:?,3:neutral,,0.56
663,1:?,1:positive,,0.911
664,1:?,1:positive,,0.755
665,1:?,3:neutral,,0.56
666,1:?,3:neutral,,0.56
667,1:?,1:positive,,0.682
668,1:?,3:neutral,,0.56
669,1:?,3:neutral,,0.56
670,1:?,2:negative,,0.656
671,1:?,3:neutral,,0.56
672,1:?,3:neutral,,0.56
673,1:?,1:positive,,0.675
674,1:?,1:positive,,0.693
675,1:?,3:neutral,,0.56
676,1:?,1:positive,,0.693
677,1:?,3:neutral,,0.56
678,1:?,3:neutral,,0.56
679,1:?,3:neutral,,0.56
680,1:?,3:neutral,,0.56
681,1:?,3:neutral,,0.56
682,1:?,3:neutral,,0.56
683,1:?,1:positive,,0.755
684,1:?,3:neutral,,0.56
685,1:?,3:neutral,,0.56
686,1:?,3:neutral,,0.56
687,1:?,3:neutral,,0.56
688,1:?,3:neutral,,0.56
689,1:?,3:neutral,,0.56
690,1:?,2:negative,,0.579
691,1:?,3:neutral,,0.56
692,1:?,3:neutral,,0.56
693,1:?,3:neutral,,0.56
694,1:?,2:negative,,0.865
695,1:?,3:neutral,,0.56
696,1:?,3:neutral,,0.56
697,1:?,3:neutral,,0.56
698,1:?,3:neutral,,0.56
699,1:?,3:neutral,,0.56
700,1:?,3:neutral,,0.56
701,1:?,3:neutral,,0.56
702,1:?,3:neutral,,0.56
703,1:?,3:neutral,,0.56
704,1:?,3:neutral,,0.56
705,1:?,3:neutral,,0.56
706,1:?,3:neutral,,0.56
707,1:?,1:positive,,0.566
708,1:?,3:neutral,,0.56
709,1:?,3:neutral,,0.56
710,1:?,3:neutral,,0.56
711,1:?,1:positive,,0.602
712,1:?,3:neutral,,0.56
713,1:?,3:neutral,,0.56
714,1:?,3:neutral,,0.56
715,1:?,3:neutral,,0.56
716,1:?,3:neutral,,0.56
717,1:?,3:neutral,,0.56
718,1:?,3:neutral,,0.56
719,1:?,3:neutral,,0.56
720,1:?,3:neutral,,0.56
721,1:?,3:neutral,,0.56
722,1:?,3:neutral,,0.56
723,1:?,3:neutral,,0.56
724,1:?,3:neutral,,0.56
725,1:?,1:positive,,0.561
726,1:?,3:neutral,,0.56
727,1:?,3:neutral,,0.56
728,1:?,2:negative,,0.511
729,1:?,3:neutral,,0.56
730,1:?,1:positive,,0.693
731,1:?,1:positive,,0.682
732,1:?,3:neutral,,0.56
733,1:?,3:neutral,,0.56
734,1:?,2:negative,,0.511
735,1:?,3:neutral,,0.56
736,1:?,3:neutral,,0.56
737,1:?,3:neutral,,0.521
738,1:?,3:neutral,,0.56
739,1:?,1:positive,,0.682
740,1:?,1:positive,,0.693
741,1:?,3:neutral,,0.56
742,1:?,3:neutral,,0.56
743,1:?,3:neutral,,0.56
744,1:?,3:neutral,,0.56
745,1:?,2:negative,,0.656
746,1:?,3:neutral,,0.56
747,1:?,3:neutral,,0.56
748,1:?,3:neutral,,0.56
749,1:?,3:neutral,,0.56
750,1:?,3:neutral,,0.56
751,1:?,3:neutral,,0.56
752,1:?,3:neutral,,0.56
753,1:?,2:negative,,0.802
754,1:?,3:neutral,,0.521
755,1:?,3:neutral,,0.56
756,1:?,3:neutral,,0.56
757,1:?,3:neutral,,0.56
758,1:?,3:neutral,,0.56
759,1:?,3:neutral,,0.56
760,1:?,3:neutral,,0.56
761,1:?,2:negative,,0.511
762,1:?,3:neutral,,0.56
763,1:?,3:neutral,,0.56
764,1:?,2:negative,,0.636
765,1:?,2:negative,,0.724
766,1:?,1:positive,,0.693
767,1:?,3:neutral,,0.56
768,1:?,3:neutral,,0.56
769,1:?,3:neutral,,0.56
770,1:?,3:neutral,,0.56
771,1:?,1:positive,,0.755
772,1:?,2:negative,,0.511
773,1:?,2:negative,,0.511
774,1:?,3:neutral,,0.56
775,1:?,3:neutral,,0.56
776,1:?,3:neutral,,0.56
777,1:?,3:neutral,,0.56
778,1:?,3:neutral,,0.56
779,1:?,3:neutral,,0.56
780,1:?,3:neutral,,0.56
781,1:?,3:neutral,,0.56
782,1:?,2:negative,,0.511
783,1:?,1:positive,,0.566
784,1:?,3:neutral,,0.56
785,1:?,2:negative,,0.636
786,1:?,1:positive,,0.602
787,1:?,3:neutral,,0.56
788,1:?,3:neutral,,0.56
789,1:?,1:positive,,0.675
790,1:?,3:neutral,,0.56
791,1:?,3:neutral,,0.56
792,1:?,3:neutral,,0.56
793,1:?,3:neutral,,0.56
794,1:?,3:neutral,,0.56
795,1:?,1:positive,,0.566
796,1:?,3:neutral,,0.56
797,1:?,3:neutral,,0.56
798,1:?,3:neutral,,0.56
799,1:?,3:neutral,,0.56
800,1:?,3:neutral,,0.56
801,1:?,1:positive,,0.755
802,1:?,3:neutral,,0.56
803,1:?,3:neutral,,0.56
804,1:?,3:neutral,,0.56
805,1:?,3:neutral,,0.56
806,1:?,3:neutral,,0.56
807,1:?,1:positive,,0.566
808,1:?,3:neutral,,0.56
809,1:?,3:neutral,,0.56
810,1:?,3:neutral,,0.56
811,1:?,3:neutral,,0.56
812,1:?,1:positive,,0.755
813,1:?,3:neutral,,0.56
814,1:?,3:neutral,,0.56
815,1:?,3:neutral,,0.56
816,1:?,3:neutral,,0.56
817,1:?,3:neutral,,0.56
818,1:?,3:neutral,,0.56
819,1:?,3:neutral,,0.56
820,1:?,3:neutral,,0.56
821,1:?,2:negative,,0.511
822,1:?,3:neutral,,0.56
823,1:?,3:neutral,,0.56
824,1:?,1:positive,,0.566
825,1:?,3:neutral,,0.56
826,1:?,3:neutral,,0.56
827,1:?,2:negative,,0.511
828,1:?,3:neutral,,0.56
829,1:?,3:neutral,,0.56
830,1:?,1:positive,,0.755
831,1:?,3:neutral,,0.56
