inst#,actual,predicted,error,prediction
86,1:?,3:neutral,,0.993
87,1:?,3:neutral,,0.993
88,1:?,3:neutral,,0.993
89,1:?,3:neutral,,0.993
90,1:?,3:neutral,,0.995
91,1:?,3:neutral,,0.999
92,1:?,3:neutral,,0.944
93,1:?,3:neutral,,0.986
94,1:?,1:positive,,0.968
95,1:?,3:neutral,,1
96,1:?,3:neutral,,0.986
97,1:?,3:neutral,,0.986
98,1:?,3:neutral,,0.993
99,1:?,3:neutral,,0.993
100,1:?,3:neutral,,0.976
101,1:?,3:neutral,,1
102,1:?,3:neutral,,0.976
103,1:?,3:neutral,,0.995
104,1:?,3:neutral,,0.986
105,1:?,3:neutral,,0.993
106,1:?,1:positive,,1
107,1:?,1:positive,,1
108,1:?,3:neutral,,0.993
109,1:?,3:neutral,,0.986
110,1:?,3:neutral,,0.961
111,1:?,3:neutral,,0.976
112,1:?,3:neutral,,0.995
113,1:?,3:neutral,,1
114,1:?,1:positive,,1
115,1:?,1:positive,,1
116,1:?,3:neutral,,0.993
117,1:?,3:neutral,,0.986
118,1:?,3:neutral,,0.995
119,1:?,3:neutral,,0.943
120,1:?,2:negative,,1
121,1:?,1:positive,,1
122,1:?,3:neutral,,0.993
123,1:?,3:neutral,,0.976
124,1:?,1:positive,,1
125,1:?,3:neutral,,1
126,1:?,3:neutral,,0.986
127,1:?,1:positive,,1
128,1:?,1:positive,,0.981
129,1:?,3:neutral,,0.986
130,1:?,3:neutral,,0.995
131,1:?,3:neutral,,0.986
132,1:?,3:neutral,,0.988
133,1:?,3:neutral,,0.976
134,1:?,3:neutral,,0.995
135,1:?,3:neutral,,0.533
136,1:?,1:positive,,1
137,1:?,3:neutral,,0.976
138,1:?,3:neutral,,0.976
139,1:?,1:positive,,0.968
140,1:?,3:neutral,,0.976
141,1:?,3:neutral,,0.976
142,1:?,1:positive,,0.638
143,1:?,1:positive,,1
144,1:?,3:neutral,,0.976
145,1:?,3:neutral,,0.978
146,1:?,3:neutral,,0.993
147,1:?,3:neutral,,0.993
148,1:?,1:positive,,1
149,1:?,3:neutral,,0.993
150,1:?,3:neutral,,0.986
151,1:?,1:positive,,0.642
152,1:?,3:neutral,,0.988
153,1:?,3:neutral,,0.976
154,1:?,3:neutral,,0.976
155,1:?,3:neutral,,0.658
156,1:?,3:neutral,,0.995
157,1:?,3:neutral,,0.986
158,1:?,3:neutral,,0.995
159,1:?,3:neutral,,0.976
160,1:?,3:neutral,,1
161,1:?,3:neutral,,0.988
162,1:?,3:neutral,,0.978
163,1:?,3:neutral,,0.993
164,1:?,3:neutral,,0.976
165,1:?,3:neutral,,1
166,1:?,3:neutral,,0.986
167,1:?,3:neutral,,0.821
168,1:?,3:neutral,,0.997
169,1:?,3:neutral,,0.986
170,1:?,3:neutral,,1
171,1:?,3:neutral,,0.986
172,1:?,3:neutral,,0.987
173,1:?,3:neutral,,0.978
174,1:?,3:neutral,,0.993
175,1:?,3:neutral,,0.987
176,1:?,3:neutral,,0.976
177,1:?,1:positive,,1
178,1:?,3:neutral,,0.976
179,1:?,3:neutral,,0.976
180,1:?,1:positive,,1
181,1:?,3:neutral,,0.993
182,1:?,1:positive,,1
183,1:?,1:positive,,0.912
184,1:?,3:neutral,,0.988
185,1:?,1:positive,,0.641
186,1:?,3:neutral,,0.982
187,1:?,3:neutral,,0.96
188,1:?,1:positive,,1
189,1:?,1:positive,,0.624
190,1:?,3:neutral,,0.976
191,1:?,1:positive,,1
192,1:?,3:neutral,,0.976
193,1:?,3:neutral,,0.986
194,1:?,3:neutral,,0.976
195,1:?,1:positive,,1
196,1:?,3:neutral,,0.993
197,1:?,3:neutral,,0.96
198,1:?,3:neutral,,0.993
199,1:?,3:neutral,,0.976
200,1:?,3:neutral,,0.988
201,1:?,3:neutral,,0.988
202,1:?,1:positive,,0.639
203,1:?,3:neutral,,0.995
204,1:?,2:negative,,1
205,1:?,3:neutral,,0.978
206,1:?,3:neutral,,0.527
207,1:?,3:neutral,,0.978
208,1:?,3:neutral,,0.986
209,1:?,3:neutral,,0.993
210,1:?,1:positive,,1
211,1:?,3:neutral,,0.993
212,1:?,3:neutral,,0.986
213,1:?,3:neutral,,0.995
214,1:?,3:neutral,,0.96
215,1:?,3:neutral,,0.993
216,1:?,3:neutral,,0.993
217,1:?,3:neutral,,0.986
218,1:?,3:neutral,,0.993
219,1:?,3:neutral,,0.943
220,1:?,1:positive,,1
221,1:?,1:positive,,1
222,1:?,1:positive,,0.981
223,1:?,3:neutral,,0.989
224,1:?,3:neutral,,0.515
225,1:?,1:positive,,1
226,1:?,3:neutral,,0.906
227,1:?,2:negative,,1
228,1:?,3:neutral,,0.986
229,1:?,3:neutral,,0.993
230,1:?,1:positive,,1
231,1:?,1:positive,,1
232,1:?,3:neutral,,0.754
233,1:?,3:neutral,,0.976
234,1:?,1:positive,,0.618
235,1:?,3:neutral,,0.996
236,1:?,1:positive,,0.981
237,1:?,3:neutral,,0.993
238,1:?,3:neutral,,0.846
239,1:?,3:neutral,,0.978
240,1:?,3:neutral,,0.976
241,1:?,3:neutral,,0.976
242,1:?,3:neutral,,0.976
243,1:?,3:neutral,,0.976
244,1:?,3:neutral,,0.988
245,1:?,3:neutral,,0.993
246,1:?,3:neutral,,0.96
247,1:?,1:positive,,1
248,1:?,1:positive,,1
249,1:?,3:neutral,,0.993
250,1:?,1:positive,,1
251,1:?,3:neutral,,0.993
252,1:?,3:neutral,,0.993
253,1:?,3:neutral,,0.978
254,1:?,3:neutral,,0.988
255,1:?,3:neutral,,0.976
256,1:?,3:neutral,,0.997
257,1:?,3:neutral,,1
258,1:?,3:neutral,,0.997
259,1:?,3:neutral,,0.978
260,1:?,3:neutral,,0.986
261,1:?,3:neutral,,0.995
262,1:?,3:neutral,,0.988
263,1:?,1:positive,,1
264,1:?,1:positive,,1
265,1:?,2:negative,,1
266,1:?,3:neutral,,0.988
267,1:?,2:negative,,1
268,1:?,3:neutral,,0.767
269,1:?,1:positive,,1
270,1:?,1:positive,,1
271,1:?,3:neutral,,0.735
272,1:?,3:neutral,,0.976
273,1:?,1:positive,,0.996
274,1:?,2:negative,,1
275,1:?,3:neutral,,0.976
276,1:?,3:neutral,,0.976
277,1:?,1:positive,,1
278,1:?,1:positive,,0.913
279,1:?,3:neutral,,0.976
280,1:?,3:neutral,,0.978
281,1:?,3:neutral,,0.976
282,1:?,3:neutral,,0.995
283,1:?,3:neutral,,0.988
284,1:?,3:neutral,,1
285,1:?,3:neutral,,1
286,1:?,1:positive,,1
287,1:?,3:neutral,,0.988
288,1:?,3:neutral,,0.988
289,1:?,1:positive,,1
290,1:?,3:neutral,,0.986
291,1:?,3:neutral,,0.978
292,1:?,3:neutral,,0.986
293,1:?,1:positive,,0.907
294,1:?,3:neutral,,0.976
295,1:?,1:positive,,1
296,1:?,3:neutral,,0.993
297,1:?,1:positive,,0.981
298,1:?,3:neutral,,0.943
299,1:?,2:negative,,1
300,1:?,3:neutral,,0.986
301,1:?,3:neutral,,0.976
302,1:?,3:neutral,,0.995
303,1:?,1:positive,,1
304,1:?,3:neutral,,0.986
305,1:?,3:neutral,,1
306,1:?,3:neutral,,1
307,1:?,3:neutral,,0.993
308,1:?,3:neutral,,0.995
309,1:?,3:neutral,,0.988
310,1:?,3:neutral,,0.993
311,1:?,3:neutral,,0.986
312,1:?,3:neutral,,0.986
313,1:?,3:neutral,,0.993
314,1:?,1:positive,,1
315,1:?,3:neutral,,0.976
316,1:?,3:neutral,,0.988
317,1:?,3:neutral,,0.988
318,1:?,3:neutral,,0.976
319,1:?,3:neutral,,0.976
320,1:?,3:neutral,,0.978
321,1:?,3:neutral,,0.976
322,1:?,3:neutral,,0.986
323,1:?,3:neutral,,0.978
324,1:?,1:positive,,1
325,1:?,3:neutral,,0.993
326,1:?,3:neutral,,0.988
327,1:?,3:neutral,,0.976
328,1:?,3:neutral,,0.645
329,1:?,1:positive,,1
330,1:?,3:neutral,,0.996
331,1:?,3:neutral,,0.976
332,1:?,3:neutral,,0.978
333,1:?,3:neutral,,0.976
334,1:?,3:neutral,,0.997
335,1:?,3:neutral,,0.993
336,1:?,3:neutral,,0.986
337,1:?,3:neutral,,0.976
338,1:?,1:positive,,1
339,1:?,1:positive,,1
340,1:?,3:neutral,,0.987
341,1:?,3:neutral,,0.993
342,1:?,2:negative,,1
343,1:?,3:neutral,,0.976
344,1:?,3:neutral,,0.993
345,1:?,3:neutral,,0.987
346,1:?,3:neutral,,0.96
347,1:?,1:positive,,0.506
348,1:?,3:neutral,,1
349,1:?,1:positive,,1
350,1:?,3:neutral,,0.978
351,1:?,1:positive,,0.981
352,1:?,3:neutral,,0.995
353,1:?,3:neutral,,0.977
354,1:?,3:neutral,,0.978
355,1:?,3:neutral,,0.976
356,1:?,3:neutral,,0.995
357,1:?,3:neutral,,0.993
358,1:?,3:neutral,,0.986
359,1:?,3:neutral,,0.987
360,1:?,3:neutral,,0.995
361,1:?,3:neutral,,0.976
362,1:?,3:neutral,,0.997
363,1:?,3:neutral,,0.976
364,1:?,1:positive,,0.914
365,1:?,3:neutral,,0.988
366,1:?,3:neutral,,0.993
367,1:?,3:neutral,,0.978
368,1:?,1:positive,,1
369,1:?,3:neutral,,0.988
370,1:?,3:neutral,,0.993
371,1:?,1:positive,,1
372,1:?,3:neutral,,0.976
373,1:?,1:positive,,0.968
374,1:?,2:negative,,1
375,1:?,3:neutral,,0.995
376,1:?,1:positive,,1
377,1:?,3:neutral,,0.988
378,1:?,3:neutral,,0.996
379,1:?,1:positive,,1
380,1:?,3:neutral,,1
381,1:?,3:neutral,,0.987
382,1:?,3:neutral,,0.993
383,1:?,3:neutral,,0.991
384,1:?,3:neutral,,0.993
385,1:?,1:positive,,1
386,1:?,3:neutral,,0.995
387,1:?,1:positive,,1
388,1:?,3:neutral,,0.978
389,1:?,3:neutral,,0.976
390,1:?,3:neutral,,0.995
391,1:?,1:positive,,0.638
392,1:?,3:neutral,,0.997
393,1:?,3:neutral,,0.976
394,1:?,3:neutral,,0.993
395,1:?,3:neutral,,0.976
396,1:?,3:neutral,,0.658
397,1:?,3:neutral,,0.976
398,1:?,3:neutral,,1
399,1:?,3:neutral,,0.976
400,1:?,3:neutral,,0.995
401,1:?,3:neutral,,0.993
402,1:?,3:neutral,,0.736
403,1:?,3:neutral,,0.977
404,1:?,1:positive,,1
405,1:?,3:neutral,,0.993
406,1:?,2:negative,,1
407,1:?,1:positive,,1
408,1:?,1:positive,,1
409,1:?,3:neutral,,0.976
410,1:?,3:neutral,,0.988
411,1:?,3:neutral,,0.987
412,1:?,3:neutral,,0.986
413,1:?,3:neutral,,0.986
414,1:?,3:neutral,,1
415,1:?,3:neutral,,0.976
416,1:?,3:neutral,,0.527
417,1:?,3:neutral,,0.976
418,1:?,3:neutral,,0.987
419,1:?,3:neutral,,0.988
420,1:?,3:neutral,,0.995
421,1:?,3:neutral,,0.993
422,1:?,3:neutral,,0.976
423,1:?,3:neutral,,0.997
424,1:?,3:neutral,,0.993
425,1:?,3:neutral,,0.988
426,1:?,1:positive,,1
427,1:?,1:positive,,1
428,1:?,3:neutral,,0.987
429,1:?,3:neutral,,0.993
430,1:?,3:neutral,,0.993
431,1:?,1:positive,,1
432,1:?,2:negative,,1
433,1:?,3:neutral,,0.976
434,1:?,3:neutral,,0.976
435,1:?,3:neutral,,0.976
436,1:?,3:neutral,,0.976
437,1:?,2:negative,,1
438,1:?,3:neutral,,0.978
439,1:?,3:neutral,,0.978
440,1:?,3:neutral,,0.988
441,1:?,1:positive,,1
442,1:?,3:neutral,,0.993
443,1:?,3:neutral,,0.993
444,1:?,3:neutral,,0.986
445,1:?,3:neutral,,0.993
446,1:?,1:positive,,1
447,1:?,3:neutral,,0.976
448,1:?,1:positive,,0.643
449,1:?,1:positive,,0.641
450,1:?,3:neutral,,0.976
451,1:?,3:neutral,,0.993
452,1:?,3:neutral,,0.976
453,1:?,1:positive,,0.64
454,1:?,3:neutral,,0.98
455,1:?,1:positive,,1
456,1:?,3:neutral,,0.976
457,1:?,3:neutral,,0.976
458,1:?,3:neutral,,0.976
459,1:?,3:neutral,,0.987
460,1:?,3:neutral,,0.993
461,1:?,3:neutral,,0.995
462,1:?,1:positive,,1
463,1:?,3:neutral,,0.976
464,1:?,3:neutral,,0.993
465,1:?,3:neutral,,0.976
466,1:?,3:neutral,,0.995
467,1:?,3:neutral,,0.976
468,1:?,3:neutral,,0.976
469,1:?,1:positive,,1
470,1:?,1:positive,,1
471,1:?,3:neutral,,0.986
472,1:?,3:neutral,,0.997
473,1:?,3:neutral,,0.998
474,1:?,3:neutral,,0.993
475,1:?,3:neutral,,0.986
476,1:?,3:neutral,,0.976
477,1:?,3:neutral,,1
478,1:?,1:positive,,0.981
479,1:?,3:neutral,,0.976
480,1:?,3:neutral,,0.978
481,1:?,3:neutral,,0.995
482,1:?,3:neutral,,0.986
483,1:?,3:neutral,,0.976
484,1:?,3:neutral,,0.978
485,1:?,1:positive,,1
486,1:?,3:neutral,,0.978
487,1:?,3:neutral,,0.993
488,1:?,3:neutral,,0.997
489,1:?,3:neutral,,1
490,1:?,1:positive,,0.639
491,1:?,3:neutral,,1
492,1:?,3:neutral,,0.976
493,1:?,3:neutral,,0.988
494,1:?,3:neutral,,1
495,1:?,3:neutral,,0.993
496,1:?,3:neutral,,0.997
497,1:?,3:neutral,,0.942
498,1:?,3:neutral,,0.976
499,1:?,3:neutral,,0.988
500,1:?,3:neutral,,0.993
501,1:?,1:positive,,1
502,1:?,1:positive,,1
503,1:?,3:neutral,,0.976
504,1:?,1:positive,,0.921
505,1:?,3:neutral,,0.986
506,1:?,3:neutral,,0.976
507,1:?,3:neutral,,0.977
508,1:?,3:neutral,,0.976
509,1:?,3:neutral,,0.993
510,1:?,3:neutral,,0.997
511,1:?,1:positive,,1
512,1:?,3:neutral,,0.993
513,1:?,3:neutral,,0.976
514,1:?,3:neutral,,0.976
515,1:?,1:positive,,1
516,1:?,3:neutral,,0.961
517,1:?,3:neutral,,0.988
518,1:?,3:neutral,,0.96
519,1:?,1:positive,,0.639
520,1:?,3:neutral,,0.912
521,1:?,3:neutral,,0.993
522,1:?,3:neutral,,0.993
523,1:?,2:negative,,1
524,1:?,1:positive,,1
525,1:?,1:positive,,1
526,1:?,3:neutral,,0.993
527,1:?,2:negative,,1
528,1:?,3:neutral,,0.993
529,1:?,3:neutral,,0.993
530,1:?,3:neutral,,0.978
531,1:?,2:negative,,1
532,1:?,3:neutral,,0.978
533,1:?,3:neutral,,0.976
534,1:?,1:positive,,1
535,1:?,1:positive,,1
536,1:?,1:positive,,0.981
537,1:?,3:neutral,,0.987
538,1:?,1:positive,,1
539,1:?,1:positive,,1
540,1:?,1:positive,,1
541,1:?,3:neutral,,0.986
542,1:?,1:positive,,1
543,1:?,3:neutral,,0.993
544,1:?,3:neutral,,0.993
545,1:?,3:neutral,,0.976
546,1:?,3:neutral,,0.993
547,1:?,1:positive,,1
548,1:?,3:neutral,,0.976
549,1:?,3:neutral,,0.995
550,1:?,3:neutral,,0.986
551,1:?,3:neutral,,0.976
552,1:?,1:positive,,1
553,1:?,1:positive,,0.639
554,1:?,3:neutral,,0.993
555,1:?,3:neutral,,0.996
556,1:?,1:positive,,1
557,1:?,3:neutral,,0.976
558,1:?,3:neutral,,0.993
559,1:?,2:negative,,1
560,1:?,3:neutral,,0.993
561,1:?,3:neutral,,1
562,1:?,3:neutral,,0.752
563,1:?,3:neutral,,0.976
564,1:?,3:neutral,,0.986
565,1:?,1:positive,,1
566,1:?,3:neutral,,0.993
567,1:?,1:positive,,0.981
568,1:?,1:positive,,1
569,1:?,3:neutral,,0.978
570,1:?,3:neutral,,0.976
571,1:?,3:neutral,,0.976
572,1:?,3:neutral,,0.988
573,1:?,3:neutral,,0.976
574,1:?,3:neutral,,0.986
575,1:?,3:neutral,,0.976
576,1:?,3:neutral,,0.978
577,1:?,3:neutral,,0.993
578,1:?,3:neutral,,0.986
579,1:?,3:neutral,,0.976
580,1:?,3:neutral,,0.993
581,1:?,3:neutral,,0.976
582,1:?,3:neutral,,1
583,1:?,1:positive,,1
584,1:?,1:positive,,1
585,1:?,3:neutral,,0.988
586,1:?,1:positive,,1
587,1:?,3:neutral,,1
588,1:?,1:positive,,1
589,1:?,3:neutral,,0.988
590,1:?,3:neutral,,0.988
591,1:?,3:neutral,,0.976
592,1:?,3:neutral,,0.986
593,1:?,3:neutral,,0.997
594,1:?,3:neutral,,0.988
595,1:?,3:neutral,,0.986
596,1:?,3:neutral,,0.987
597,1:?,3:neutral,,0.978
598,1:?,1:positive,,1
599,1:?,3:neutral,,0.993
600,1:?,3:neutral,,0.976
601,1:?,3:neutral,,0.976
602,1:?,2:negative,,1
603,1:?,1:positive,,0.643
604,1:?,3:neutral,,0.987
605,1:?,3:neutral,,0.993
606,1:?,3:neutral,,0.976
607,1:?,3:neutral,,0.976
608,1:?,3:neutral,,0.986
609,1:?,3:neutral,,0.96
610,1:?,3:neutral,,0.993
611,1:?,3:neutral,,0.987
612,1:?,3:neutral,,0.993
613,1:?,3:neutral,,0.986
614,1:?,3:neutral,,0.976
615,1:?,1:positive,,1
616,1:?,3:neutral,,0.993
617,1:?,3:neutral,,0.988
618,1:?,3:neutral,,0.993
619,1:?,3:neutral,,0.993
620,1:?,1:positive,,0.642
621,1:?,3:neutral,,0.976
622,1:?,3:neutral,,0.993
623,1:?,3:neutral,,0.976
624,1:?,3:neutral,,0.976
625,1:?,3:neutral,,0.976
626,1:?,3:neutral,,1
627,1:?,3:neutral,,0.993
628,1:?,3:neutral,,0.978
629,1:?,3:neutral,,0.986
630,1:?,3:neutral,,0.976
631,1:?,3:neutral,,0.995
632,1:?,3:neutral,,1
633,1:?,3:neutral,,0.976
634,1:?,3:neutral,,0.986
635,1:?,3:neutral,,1
636,1:?,3:neutral,,0.976
637,1:?,1:positive,,0.628
638,1:?,3:neutral,,0.986
639,1:?,1:positive,,0.627
640,1:?,3:neutral,,0.976
641,1:?,1:positive,,1
642,1:?,3:neutral,,0.993
643,1:?,3:neutral,,0.993
644,1:?,3:neutral,,0.976
645,1:?,3:neutral,,0.988
646,1:?,3:neutral,,0.976
647,1:?,3:neutral,,0.976
648,1:?,3:neutral,,0.995
649,1:?,3:neutral,,1
650,1:?,1:positive,,0.638
651,1:?,3:neutral,,0.986
652,1:?,3:neutral,,0.976
653,1:?,3:neutral,,0.976
654,1:?,3:neutral,,0.974
655,1:?,3:neutral,,0.995
656,1:?,3:neutral,,0.988
657,1:?,1:positive,,0.63
658,1:?,1:positive,,1
659,1:?,3:neutral,,0.943
660,1:?,3:neutral,,1
661,1:?,1:positive,,1
662,1:?,3:neutral,,0.978
663,1:?,3:neutral,,0.978
664,1:?,1:positive,,1
665,1:?,3:neutral,,0.993
666,1:?,1:positive,,0.639
667,1:?,1:positive,,1
668,1:?,3:neutral,,0.978
669,1:?,3:neutral,,0.976
670,1:?,2:negative,,1
671,1:?,3:neutral,,0.976
672,1:?,3:neutral,,0.976
673,1:?,1:positive,,1
674,1:?,1:positive,,1
675,1:?,3:neutral,,0.976
676,1:?,3:neutral,,0.941
677,1:?,3:neutral,,0.753
678,1:?,3:neutral,,0.976
679,1:?,3:neutral,,0.978
680,1:?,3:neutral,,0.977
681,1:?,1:positive,,0.64
682,1:?,3:neutral,,0.993
683,1:?,1:positive,,1
684,1:?,3:neutral,,0.995
685,1:?,3:neutral,,0.943
686,1:?,3:neutral,,0.976
687,1:?,3:neutral,,0.978
688,1:?,3:neutral,,0.976
689,1:?,3:neutral,,0.988
690,1:?,2:negative,,1
691,1:?,3:neutral,,0.527
692,1:?,3:neutral,,0.988
693,1:?,3:neutral,,0.976
694,1:?,3:neutral,,0.935
695,1:?,3:neutral,,0.993
696,1:?,3:neutral,,0.986
697,1:?,3:neutral,,0.993
698,1:?,3:neutral,,0.976
699,1:?,3:neutral,,1
700,1:?,3:neutral,,0.654
701,1:?,3:neutral,,0.993
702,1:?,3:neutral,,0.976
703,1:?,3:neutral,,0.978
704,1:?,3:neutral,,0.997
705,1:?,3:neutral,,0.658
706,1:?,3:neutral,,0.976
707,1:?,1:positive,,0.981
708,1:?,3:neutral,,0.993
709,1:?,3:neutral,,0.995
710,1:?,3:neutral,,0.993
711,1:?,1:positive,,1
712,1:?,3:neutral,,0.993
713,1:?,3:neutral,,0.993
714,1:?,3:neutral,,0.976
715,1:?,3:neutral,,0.976
716,1:?,3:neutral,,0.988
717,1:?,3:neutral,,0.993
718,1:?,3:neutral,,1
719,1:?,3:neutral,,0.993
720,1:?,3:neutral,,0.988
721,1:?,3:neutral,,0.987
722,1:?,3:neutral,,0.988
723,1:?,3:neutral,,0.993
724,1:?,3:neutral,,0.993
725,1:?,1:positive,,1
726,1:?,3:neutral,,0.976
727,1:?,3:neutral,,0.976
728,1:?,3:neutral,,0.993
729,1:?,3:neutral,,1
730,1:?,1:positive,,1
731,1:?,1:positive,,1
732,1:?,3:neutral,,1
733,1:?,3:neutral,,0.993
734,1:?,3:neutral,,0.995
735,1:?,3:neutral,,0.976
736,1:?,3:neutral,,0.978
737,1:?,1:positive,,1
738,1:?,3:neutral,,0.986
739,1:?,1:positive,,1
740,1:?,1:positive,,1
741,1:?,3:neutral,,0.976
742,1:?,3:neutral,,0.997
743,1:?,1:positive,,1
744,1:?,3:neutral,,0.997
745,1:?,2:negative,,1
746,1:?,3:neutral,,0.988
747,1:?,3:neutral,,0.993
748,1:?,3:neutral,,0.976
749,1:?,3:neutral,,0.987
750,1:?,3:neutral,,0.997
751,1:?,3:neutral,,0.976
752,1:?,3:neutral,,0.986
753,1:?,2:negative,,1
754,1:?,1:positive,,1
755,1:?,3:neutral,,0.978
756,1:?,3:neutral,,0.986
757,1:?,3:neutral,,1
758,1:?,3:neutral,,0.976
759,1:?,3:neutral,,0.976
760,1:?,3:neutral,,0.986
761,1:?,3:neutral,,0.987
762,1:?,3:neutral,,0.976
763,1:?,3:neutral,,0.998
764,1:?,1:positive,,0.522
765,1:?,3:neutral,,0.98
766,1:?,1:positive,,1
767,1:?,3:neutral,,0.976
768,1:?,1:positive,,0.643
769,1:?,3:neutral,,0.997
770,1:?,3:neutral,,1
771,1:?,1:positive,,1
772,1:?,3:neutral,,0.993
773,1:?,3:neutral,,0.988
774,1:?,3:neutral,,0.976
775,1:?,3:neutral,,0.977
776,1:?,3:neutral,,0.993
777,1:?,3:neutral,,0.988
778,1:?,3:neutral,,1
779,1:?,3:neutral,,1
780,1:?,3:neutral,,0.986
781,1:?,3:neutral,,0.976
782,1:?,3:neutral,,0.943
783,1:?,1:positive,,0.979
784,1:?,3:neutral,,0.976
785,1:?,1:positive,,1
786,1:?,1:positive,,1
787,1:?,3:neutral,,0.976
788,1:?,3:neutral,,0.993
789,1:?,1:positive,,1
790,1:?,3:neutral,,0.993
791,1:?,3:neutral,,0.976
792,1:?,3:neutral,,0.976
793,1:?,3:neutral,,0.976
794,1:?,3:neutral,,0.986
795,1:?,1:positive,,0.979
796,1:?,3:neutral,,0.943
797,1:?,3:neutral,,0.993
798,1:?,3:neutral,,0.976
799,1:?,3:neutral,,0.986
800,1:?,3:neutral,,0.999
801,1:?,1:positive,,1
802,1:?,3:neutral,,0.988
803,1:?,3:neutral,,0.986
804,1:?,1:positive,,0.643
805,1:?,3:neutral,,0.978
806,1:?,3:neutral,,0.943
807,1:?,1:positive,,1
808,1:?,3:neutral,,0.976
809,1:?,3:neutral,,0.997
810,1:?,3:neutral,,0.993
811,1:?,3:neutral,,0.997
812,1:?,1:positive,,1
813,1:?,3:neutral,,0.993
814,1:?,3:neutral,,0.993
815,1:?,3:neutral,,0.993
816,1:?,3:neutral,,0.988
817,1:?,3:neutral,,0.993
818,1:?,1:positive,,0.643
819,1:?,3:neutral,,0.987
820,1:?,3:neutral,,0.976
821,1:?,3:neutral,,0.986
822,1:?,3:neutral,,0.993
823,1:?,3:neutral,,0.993
824,1:?,1:positive,,1
825,1:?,3:neutral,,0.976
826,1:?,3:neutral,,0.986
827,1:?,3:neutral,,0.988
828,1:?,3:neutral,,0.658
829,1:?,3:neutral,,0.976
830,1:?,1:positive,,1
831,1:?,3:neutral,,0.976
832,1:?,3:neutral,,0.977
833,1:?,3:neutral,,0.976
834,1:?,1:positive,,1
835,1:?,3:neutral,,0.943
836,1:?,3:neutral,,0.986
837,1:?,3:neutral,,0.987
838,1:?,2:negative,,1
839,1:?,1:positive,,1
840,1:?,1:positive,,0.638
841,1:?,3:neutral,,0.986
842,1:?,1:positive,,1
843,1:?,1:positive,,0.642
844,1:?,3:neutral,,0.988
845,1:?,3:neutral,,0.986
846,1:?,3:neutral,,0.976
847,1:?,3:neutral,,0.995
848,1:?,1:positive,,1
849,1:?,3:neutral,,0.976
850,1:?,3:neutral,,0.987
851,1:?,3:neutral,,0.988
852,1:?,3:neutral,,0.995
853,1:?,1:positive,,1
854,1:?,3:neutral,,0.976
855,1:?,1:positive,,0.641
